,vehicle_category,zone_in,zone_out,hour,day_category,avg_traffic
607,bicycle,5,6,16,weekday,2.142857142857143
608,bicycle,5,6,17,weekend,1.7142857142857142
609,bicycle,5,6,17,weekday,3.875
610,bicycle,5,6,18,weekend,1.8
611,bicycle,5,6,18,weekday,6.176470588235294
612,bicycle,5,6,19,weekend,1.0
613,bicycle,5,6,19,weekday,4.882352941176471
614,bicycle,5,6,20,weekend,1.0
615,bicycle,5,6,20,weekday,2.066666666666667
616,bicycle,5,6,21,weekend,1.0
617,bicycle,5,6,21,weekday,1.3333333333333333
618,bicycle,5,6,22,weekend,1.0
619,bicycle,5,6,22,weekday,1.1111111111111112
620,bicycle,5,6,23,weekend,1.0
621,bicycle,5,6,23,weekday,1.5
622,bicycle,6,4,0,weekday,1.0
623,bicycle,6,4,1,weekend,1.0
624,bicycle,6,4,1,weekday,1.0
625,bicycle,6,4,2,weekend,1.0
626,bicycle,6,4,2,weekday,1.0
627,bicycle,6,4,3,weekend,1.0
628,bicycle,6,4,3,weekday,1.0
629,bicycle,6,4,4,weekday,1.0
630,bicycle,6,4,5,weekday,1.125
631,bicycle,6,4,6,weekend,1.0
632,bicycle,6,4,6,weekday,1.2727272727272727
633,bicycle,6,4,7,weekend,1.6666666666666667
634,bicycle,6,4,7,weekday,11.222222222222221
635,bicycle,6,4,8,weekend,4.166666666666667
636,bicycle,6,4,8,weekday,53.36842105263158
637,bicycle,6,4,9,weekend,7.428571428571429
638,bicycle,6,4,9,weekday,32.73684210526316
639,bicycle,6,4,10,weekend,8.285714285714286
640,bicycle,6,4,10,weekday,13.210526315789474
641,bicycle,6,4,11,weekend,11.857142857142858
642,bicycle,6,4,11,weekday,7.2105263157894735
643,bicycle,6,4,12,weekend,11.0
644,bicycle,6,4,12,weekday,9.0
645,bicycle,6,4,13,weekend,11.714285714285714
646,bicycle,6,4,13,weekday,10.222222222222221
647,bicycle,6,4,14,weekend,11.571428571428571
648,bicycle,6,4,14,weekday,9.473684210526315
649,bicycle,6,4,15,weekend,13.428571428571429
650,bicycle,6,4,15,weekday,8.65
651,bicycle,6,4,16,weekend,13.571428571428571
652,bicycle,6,4,16,weekday,10.421052631578947
653,bicycle,6,4,17,weekend,5.857142857142857
654,bicycle,6,4,17,weekday,9.277777777777779
655,bicycle,6,4,18,weekend,3.7142857142857144
656,bicycle,6,4,18,weekday,10.235294117647058
657,bicycle,6,4,19,weekend,2.25
658,bicycle,6,4,19,weekday,6.722222222222222
659,bicycle,6,4,20,weekend,1.6
660,bicycle,6,4,20,weekday,3.6153846153846154
661,bicycle,6,4,21,weekend,1.0
662,bicycle,6,4,21,weekday,1.4166666666666667
663,bicycle,6,4,22,weekend,2.0
664,bicycle,6,4,22,weekday,1.8
665,bicycle,6,4,23,weekend,1.3333333333333333
666,bicycle,6,4,23,weekday,1.3333333333333333
667,bus,1,1,0,weekend,1.0
668,bus,1,1,0,weekday,1.1666666666666667
669,bus,1,1,1,weekend,1.0
670,bus,1,1,1,weekday,1.0
671,bus,1,1,6,weekday,1.5
672,bus,1,1,7,weekend,3.4444444444444446
673,bus,1,1,7,weekday,7.142857142857143
674,bus,1,1,8,weekend,9.333333333333334
675,bus,1,1,8,weekday,15.142857142857142
676,bus,1,1,9,weekend,8.555555555555555
677,bus,1,1,9,weekday,17.714285714285715
678,bus,1,1,10,weekend,8.666666666666666
679,bus,1,1,10,weekday,17.0
680,bus,1,1,11,weekend,9.333333333333334
681,bus,1,1,11,weekday,15.333333333333334
682,bus,1,1,12,weekend,10.222222222222221
683,bus,1,1,12,weekday,12.666666666666666
684,bus,1,1,13,weekend,10.555555555555555
685,bus,1,1,13,weekday,13.142857142857142
686,bus,1,1,14,weekend,10.555555555555555
687,bus,1,1,14,weekday,13.333333333333334
688,bus,1,1,15,weekend,10.444444444444445
689,bus,1,1,15,weekday,13.904761904761905
690,bus,1,1,16,weekend,9.777777777777779
691,bus,1,1,16,weekday,16.095238095238095
692,bus,1,1,17,weekend,7.0
693,bus,1,1,17,weekday,9.19047619047619
694,bus,1,1,18,weekend,1.625
695,bus,1,1,18,weekday,2.6875
696,bus,1,1,19,weekend,1.0
697,bus,1,1,19,weekday,2.8125
698,bus,1,1,20,weekend,1.25
699,bus,1,1,20,weekday,2.4375
700,bus,1,1,21,weekend,2.3333333333333335
701,bus,1,1,21,weekday,1.6153846153846154
702,bus,1,1,22,weekend,1.3333333333333333
703,bus,1,1,22,weekday,1.3333333333333333
704,bus,1,1,23,weekend,1.4
705,bus,1,1,23,weekday,1.0
706,bus,1,3,0,weekend,1.0
707,bus,1,3,1,weekend,1.0
708,bus,1,3,1,weekday,1.0
709,bus,1,3,6,weekday,1.0
710,bus,1,3,7,weekend,1.0
711,bus,1,3,7,weekday,1.0
712,bus,1,3,8,weekday,2.0
713,bus,1,3,9,weekend,1.0
714,bus,1,3,9,weekday,1.0
715,bus,1,3,10,weekend,1.0
716,bus,1,3,10,weekday,1.0
717,bus,1,3,12,weekday,1.0
718,bus,1,3,13,weekend,1.0
719,bus,1,3,14,weekend,1.0
720,bus,1,3,14,weekday,1.3333333333333333
721,bus,1,3,15,weekend,2.3333333333333335
722,bus,1,3,15,weekday,1.0
723,bus,1,3,16,weekend,5.0
724,bus,1,3,16,weekday,1.0
725,bus,1,3,17,weekend,5.0
726,bus,1,3,17,weekday,1.0
727,bus,1,3,18,weekend,3.0
728,bus,1,3,18,weekday,1.0
729,bus,1,3,19,weekend,1.3333333333333333
730,bus,1,3,19,weekday,1.5
731,bus,1,3,20,weekend,1.6666666666666667
732,bus,1,3,20,weekday,2.25
733,bus,1,3,21,weekend,2.0
734,bus,1,3,21,weekday,1.3333333333333333
735,bus,1,3,22,weekend,4.0
736,bus,1,3,22,weekday,1.0
737,bus,1,3,23,weekend,1.0
738,bus,1,3,23,weekday,1.0
739,bus,1,6,0,weekend,1.0
740,bus,1,6,0,weekday,1.25
741,bus,1,6,5,weekend,1.0
742,bus,1,6,5,weekday,1.0
743,bus,1,6,6,weekend,1.0
744,bus,1,6,6,weekday,1.25
745,bus,1,6,7,weekend,1.0
746,bus,1,6,7,weekday,1.3888888888888888
747,bus,1,6,8,weekend,1.0
748,bus,1,6,8,weekday,1.4545454545454546
749,bus,1,6,9,weekend,1.5
750,bus,1,6,9,weekday,1.2727272727272727
751,bus,1,6,10,weekday,1.4444444444444444
752,bus,1,6,11,weekend,1.0
753,bus,1,6,11,weekday,2.125
754,bus,1,6,12,weekend,1.3333333333333333
755,bus,1,6,12,weekday,1.6923076923076923
756,bus,1,6,13,weekend,1.0
757,bus,1,6,13,weekday,1.4285714285714286
758,bus,1,6,14,weekday,1.5714285714285714
759,bus,1,6,15,weekend,1.0
760,bus,1,6,15,weekday,1.1428571428571428
761,bus,1,6,16,weekend,1.0
762,bus,1,6,16,weekday,1.0
763,bus,1,6,17,weekend,2.2
764,bus,1,6,17,weekday,2.0555555555555554
765,bus,1,6,18,weekend,1.0
766,bus,1,6,18,weekday,2.0588235294117645
767,bus,1,6,19,weekend,1.0
768,bus,1,6,19,weekday,2.4
769,bus,1,6,20,weekend,1.0
770,bus,1,6,20,weekday,1.4444444444444444
771,bus,1,6,21,weekday,1.4444444444444444
772,bus,1,6,22,weekend,2.0
773,bus,1,6,22,weekday,1.8333333333333333
774,bus,1,6,23,weekend,1.0
775,bus,1,6,23,weekday,1.2
776,bus,2,3,0,weekday,1.0
777,bus,2,3,2,weekend,1.0
778,bus,2,3,2,weekday,1.0
779,bus,2,3,3,weekend,1.0
780,bus,2,3,3,weekday,1.0
781,bus,2,3,4,weekend,1.0
782,bus,2,3,4,weekday,1.0
783,bus,2,3,5,weekend,1.0
784,bus,2,3,5,weekday,1.125
785,bus,2,3,8,weekend,1.0
786,bus,2,3,8,weekday,2.0
787,bus,2,3,9,weekday,1.0
788,bus,2,3,11,weekday,1.0
789,bus,2,3,12,weekend,1.0
790,bus,2,3,13,weekend,1.0
791,bus,2,3,13,weekday,1.0
792,bus,2,3,14,weekday,1.0
793,bus,2,3,15,weekday,2.0
794,bus,2,3,16,weekend,1.0
795,bus,2,3,16,weekday,1.0
796,bus,2,3,17,weekend,1.0
797,bus,2,3,17,weekday,1.0
798,bus,2,3,18,weekend,1.0
799,bus,2,3,18,weekday,1.0
800,bus,2,3,20,weekday,1.0
801,bus,2,3,21,weekend,1.0
802,bus,2,3,22,weekend,1.0
803,bus,2,6,0,weekend,7.666666666666667
804,bus,2,6,0,weekday,8.15
805,bus,2,6,1,weekend,5.555555555555555
806,bus,2,6,1,weekday,4.333333333333333
807,bus,2,6,2,weekend,1.0
808,bus,2,6,2,weekday,1.0
809,bus,2,6,4,weekday,2.0
810,bus,2,6,5,weekend,6.6
811,bus,2,6,5,weekday,7.052631578947368
812,bus,2,6,6,weekend,7.555555555555555
813,bus,2,6,6,weekday,15.047619047619047
814,bus,2,6,7,weekend,11.11111111111111
815,bus,2,6,7,weekday,21.0
816,bus,2,6,8,weekend,12.11111111111111
817,bus,2,6,8,weekday,21.666666666666668
818,bus,2,6,9,weekend,11.555555555555555
819,bus,2,6,9,weekday,22.61904761904762
820,bus,2,6,10,weekend,11.88888888888889
821,bus,2,6,10,weekday,20.285714285714285
822,bus,2,6,11,weekend,11.333333333333334
823,bus,2,6,11,weekday,17.19047619047619
824,bus,2,6,12,weekend,13.0
825,bus,2,6,12,weekday,16.19047619047619
826,bus,2,6,13,weekend,13.444444444444445
827,bus,2,6,13,weekday,15.714285714285714
828,bus,2,6,14,weekend,13.11111111111111
829,bus,2,6,14,weekday,16.523809523809526
830,bus,2,6,15,weekend,13.222222222222221
831,bus,2,6,15,weekday,18.0
832,bus,2,6,16,weekend,13.11111111111111
833,bus,2,6,16,weekday,23.333333333333332
834,bus,2,6,17,weekend,13.88888888888889
835,bus,2,6,17,weekday,20.952380952380953
836,bus,2,6,18,weekend,12.11111111111111
837,bus,2,6,18,weekday,18.142857142857142
838,bus,2,6,19,weekend,12.333333333333334
839,bus,2,6,19,weekday,17.904761904761905
840,bus,2,6,20,weekend,10.88888888888889
841,bus,2,6,20,weekday,14.714285714285714
842,bus,2,6,21,weekend,11.444444444444445
843,bus,2,6,21,weekday,12.857142857142858
844,bus,2,6,22,weekend,9.11111111111111
845,bus,2,6,22,weekday,10.666666666666666
846,bus,2,6,23,weekend,9.11111111111111
847,bus,2,6,23,weekday,9.714285714285714
848,bus,3,1,0,weekend,3.0
849,bus,3,1,0,weekday,2.6315789473684212
850,bus,3,1,1,weekend,2.2222222222222223
851,bus,3,1,1,weekday,1.8461538461538463
852,bus,3,1,2,weekend,1.1666666666666667
853,bus,3,1,2,weekday,1.3333333333333333
854,bus,3,1,3,weekend,1.0
855,bus,3,1,3,weekday,1.0
856,bus,3,1,4,weekend,1.0
857,bus,3,1,4,weekday,1.0769230769230769
858,bus,3,1,5,weekend,1.0
859,bus,3,1,5,weekday,1.2
860,bus,3,1,6,weekend,1.8571428571428572
861,bus,3,1,6,weekday,4.842105263157895
862,bus,3,1,7,weekend,4.555555555555555
863,bus,3,1,7,weekday,11.9
864,bus,3,1,8,weekend,8.857142857142858
865,bus,3,1,8,weekday,15.75
866,bus,3,1,9,weekend,7.428571428571429
867,bus,3,1,9,weekday,16.95
868,bus,3,1,10,weekend,7.428571428571429
869,bus,3,1,10,weekday,15.95
870,bus,3,1,11,weekend,7.125
871,bus,3,1,11,weekday,13.842105263157896
872,bus,3,1,12,weekend,9.428571428571429
873,bus,3,1,12,weekday,10.55
874,bus,3,1,13,weekend,9.428571428571429
875,bus,3,1,13,weekday,12.421052631578947
876,bus,3,1,14,weekend,9.25
877,bus,3,1,14,weekday,12.25
878,bus,3,1,15,weekend,9.428571428571429
879,bus,3,1,15,weekday,13.05
880,bus,3,1,16,weekend,9.285714285714286
881,bus,3,1,16,weekday,16.15
882,bus,3,1,17,weekend,6.571428571428571
883,bus,3,1,17,weekday,12.238095238095237
884,bus,3,1,18,weekend,4.666666666666667
885,bus,3,1,18,weekday,8.571428571428571
886,bus,3,1,19,weekend,4.444444444444445
887,bus,3,1,19,weekday,7.904761904761905
888,bus,3,1,20,weekend,2.888888888888889
889,bus,3,1,20,weekday,6.428571428571429
890,bus,3,1,21,weekend,4.0
891,bus,3,1,21,weekday,5.380952380952381
892,bus,3,1,22,weekend,3.111111111111111
893,bus,3,1,22,weekday,3.9047619047619047
894,bus,3,1,23,weekend,2.7777777777777777
895,bus,3,1,23,weekday,4.0
896,bus,3,3,0,weekend,1.0
897,bus,3,3,0,weekday,1.5
898,bus,3,3,1,weekend,1.0
899,bus,3,3,1,weekday,1.0
900,bus,3,3,7,weekday,1.0
901,bus,3,3,8,weekend,2.0
902,bus,3,3,8,weekday,1.0
903,bus,3,3,9,weekend,2.0
904,bus,3,3,9,weekday,1.0
905,bus,3,3,10,weekday,1.1111111111111112
906,bus,3,3,11,weekday,1.0
907,bus,3,3,12,weekday,1.0
908,bus,3,3,13,weekday,1.0
909,bus,3,3,14,weekend,1.0
910,bus,3,3,14,weekday,1.0
911,bus,3,3,15,weekend,1.0
912,bus,3,3,16,weekday,1.0
913,bus,3,3,17,weekday,1.0
914,bus,3,3,18,weekend,2.0
915,bus,3,3,18,weekday,1.0
916,bus,3,3,19,weekend,1.6666666666666667
917,bus,3,3,19,weekday,1.0
918,bus,3,3,20,weekend,2.0
919,bus,3,3,20,weekday,1.0
920,bus,3,3,21,weekday,1.0
921,bus,3,3,23,weekend,1.0
922,bus,3,6,0,weekday,1.0
923,bus,3,6,1,weekday,1.0
924,bus,3,6,6,weekend,1.0
925,bus,3,6,6,weekday,1.0
926,bus,3,6,7,weekday,1.0
927,bus,3,6,8,weekday,1.0
928,bus,3,6,9,weekend,1.0
929,bus,3,6,9,weekday,1.1111111111111112
930,bus,3,6,10,weekday,1.0
931,bus,3,6,11,weekday,1.0
932,bus,3,6,12,weekday,1.0
933,bus,3,6,13,weekend,1.0
934,bus,3,6,14,weekday,1.0
935,bus,3,6,16,weekday,1.2
936,bus,3,6,17,weekday,1.75
937,bus,3,6,18,weekday,1.0
938,bus,3,6,19,weekend,2.0
939,bus,3,6,19,weekday,3.5
940,bus,3,6,20,weekend,1.5
941,bus,3,6,20,weekday,1.0
942,bus,3,6,21,weekday,1.3333333333333333
943,bus,3,6,22,weekend,2.0
944,bus,3,6,23,weekday,1.25
945,bus,5,3,8,weekday,1.0
946,bus,5,3,18,weekday,1.0
947,bus,5,3,19,weekday,1.0
948,bus,5,3,22,weekday,1.0
949,bus,5,6,7,weekend,1.0
950,bus,5,6,7,weekday,1.0
951,bus,5,6,8,weekday,1.0
952,bus,5,6,9,weekday,1.1666666666666667
953,bus,5,6,11,weekday,1.0
954,bus,5,6,12,weekday,1.0
955,bus,5,6,13,weekday,1.0
956,bus,5,6,14,weekday,1.0
957,bus,5,6,15,weekend,1.0
958,bus,5,6,16,weekday,1.0
959,bus,5,6,17,weekday,1.0
960,bus,5,6,18,weekday,1.0
961,bus,5,6,19,weekday,1.0
962,bus,5,6,20,weekend,1.0
963,bus,5,6,22,weekday,1.0
964,bus,5,6,23,weekday,1.5
965,car,1,1,0,weekend,159.44444444444446
966,car,1,1,0,weekday,102.04761904761905
967,car,1,1,1,weekend,119.0
968,car,1,1,1,weekday,53.476190476190474
969,car,1,1,2,weekend,69.22222222222223
970,car,1,1,2,weekday,33.333333333333336
971,car,1,1,3,weekend,54.888888888888886
972,car,1,1,3,weekday,22.761904761904763
973,car,1,1,4,weekend,43.333333333333336
974,car,1,1,4,weekday,24.666666666666668
975,car,1,1,5,weekend,52.44444444444444
976,car,1,1,5,weekday,46.523809523809526
977,car,1,1,6,weekend,51.44444444444444
978,car,1,1,6,weekday,122.47619047619048
979,car,1,1,7,weekend,79.22222222222223
980,car,1,1,7,weekday,299.1904761904762
981,car,1,1,8,weekend,154.55555555555554
982,car,1,1,8,weekday,587.7619047619048
983,car,1,1,9,weekend,208.11111111111111
984,car,1,1,9,weekday,590.0
985,car,1,1,10,weekend,279.22222222222223
986,car,1,1,10,weekday,436.85714285714283
987,car,1,1,11,weekend,337.8888888888889
988,car,1,1,11,weekday,421.42857142857144
989,car,1,1,12,weekend,427.1111111111111
990,car,1,1,12,weekday,458.6190476190476
991,car,1,1,13,weekend,424.44444444444446
992,car,1,1,13,weekday,497.95238095238096
993,car,1,1,14,weekend,438.22222222222223
994,car,1,1,14,weekday,505.04761904761904
995,car,1,1,15,weekend,480.6666666666667
996,car,1,1,15,weekday,542.047619047619
997,car,1,1,16,weekend,488.3333333333333
998,car,1,1,16,weekday,542.1428571428571
999,car,1,1,17,weekend,407.55555555555554
1000,car,1,1,17,weekday,472.8095238095238
1001,car,1,1,18,weekend,345.8888888888889
1002,car,1,1,18,weekday,376.3809523809524
1003,car,1,1,19,weekend,320.6666666666667
1004,car,1,1,19,weekday,374.0952380952381
1005,car,1,1,20,weekend,241.88888888888889
1006,car,1,1,20,weekday,259.6190476190476
1007,car,1,1,21,weekend,178.55555555555554
1008,car,1,1,21,weekday,164.1904761904762
1009,car,1,1,22,weekend,151.22222222222223
1010,car,1,1,22,weekday,159.38095238095238
1011,car,1,1,23,weekend,169.66666666666666
1012,car,1,1,23,weekday,157.47619047619048
1013,car,1,3,0,weekend,41.666666666666664
1014,car,1,3,0,weekday,24.0625
1015,car,1,3,1,weekend,28.555555555555557
1016,car,1,3,1,weekday,13.0625
1017,car,1,3,2,weekend,20.0
1018,car,1,3,2,weekday,7.3125
1019,car,1,3,3,weekend,14.777777777777779
1020,car,1,3,3,weekday,6.947368421052632
1021,car,1,3,4,weekend,11.222222222222221
1022,car,1,3,4,weekday,9.857142857142858
1023,car,1,3,5,weekend,15.333333333333334
1024,car,1,3,5,weekday,16.476190476190474
1025,car,1,3,6,weekend,17.333333333333332
1026,car,1,3,6,weekday,41.333333333333336
1027,car,1,3,7,weekend,20.0
1028,car,1,3,7,weekday,95.0
1029,car,1,3,8,weekend,30.666666666666668
1030,car,1,3,8,weekday,132.0952380952381
1031,car,1,3,9,weekend,45.55555555555556
1032,car,1,3,9,weekday,107.80952380952381
1033,car,1,3,10,weekend,52.333333333333336
1034,car,1,3,10,weekday,72.33333333333333
1035,car,1,3,11,weekend,68.77777777777777
1036,car,1,3,11,weekday,70.28571428571429
1037,car,1,3,12,weekend,78.66666666666667
1038,car,1,3,12,weekday,75.66666666666667
1039,car,1,3,13,weekend,75.55555555555556
1040,car,1,3,13,weekday,84.33333333333333
1041,car,1,3,14,weekend,74.66666666666667
1042,car,1,3,14,weekday,73.0952380952381
1043,car,1,3,15,weekend,86.33333333333333
1044,car,1,3,15,weekday,73.0
1045,car,1,3,16,weekend,94.44444444444444
1046,car,1,3,16,weekday,74.85714285714286
1047,car,1,3,17,weekend,92.22222222222223
1048,car,1,3,17,weekday,81.33333333333333
1049,car,1,3,18,weekend,94.22222222222223
1050,car,1,3,18,weekday,90.71428571428571
1051,car,1,3,19,weekend,91.22222222222223
1052,car,1,3,19,weekday,104.14285714285714
1053,car,1,3,20,weekend,58.44444444444444
1054,car,1,3,20,weekday,81.42857142857143
1055,car,1,3,21,weekend,44.22222222222222
1056,car,1,3,21,weekday,43.5
1057,car,1,3,22,weekend,42.111111111111114
1058,car,1,3,22,weekday,39.1764705882353
1059,car,1,3,23,weekend,44.111111111111114
1060,car,1,3,23,weekday,49.375
1061,car,1,6,0,weekend,3.2222222222222223
1062,car,1,6,0,weekday,2.5714285714285716
1063,car,1,6,1,weekend,1.6
1064,car,1,6,1,weekday,1.8181818181818181
1065,car,1,6,2,weekend,1.625
1066,car,1,6,2,weekday,1.375
1067,car,1,6,3,weekend,1.8
1068,car,1,6,3,weekday,1.1428571428571428
1069,car,1,6,4,weekend,1.5
1070,car,1,6,4,weekday,2.111111111111111
1071,car,1,6,5,weekend,1.8
1072,car,1,6,5,weekday,2.75
1073,car,1,6,6,weekend,1.25
1074,car,1,6,6,weekday,4.0476190476190474
1075,car,1,6,7,weekend,2.4
1076,car,1,6,7,weekday,10.0
1077,car,1,6,8,weekend,1.2
1078,car,1,6,8,weekday,7.2
1079,car,1,6,9,weekend,1.8571428571428572
1080,car,1,6,9,weekday,7.684210526315789
1081,car,1,6,10,weekend,2.8333333333333335
1082,car,1,6,10,weekday,4.05
1083,car,1,6,11,weekend,3.111111111111111
1084,car,1,6,11,weekday,4.95
1085,car,1,6,12,weekend,5.666666666666667
1086,car,1,6,12,weekday,9.35
1087,car,1,6,13,weekend,3.4444444444444446
1088,car,1,6,13,weekday,4.761904761904762
1089,car,1,6,14,weekend,3.75
1090,car,1,6,14,weekday,6.523809523809524
1091,car,1,6,15,weekend,4.222222222222222
1092,car,1,6,15,weekday,4.15
1093,car,1,6,16,weekend,2.888888888888889
1094,car,1,6,16,weekday,6.095238095238095
1095,car,1,6,17,weekend,5.777777777777778
1096,car,1,6,17,weekday,25.666666666666668
1097,car,1,6,18,weekend,11.555555555555555
1098,car,1,6,18,weekday,56.57142857142857
1099,car,1,6,19,weekend,11.333333333333334
1100,car,1,6,19,weekday,38.23809523809524
1101,car,1,6,20,weekend,3.2222222222222223
1102,car,1,6,20,weekday,12.333333333333334
1103,car,1,6,21,weekend,4.25
1104,car,1,6,21,weekday,5.95
1105,car,1,6,22,weekend,4.444444444444445
1106,car,1,6,22,weekday,5.619047619047619
1107,car,1,6,23,weekend,4.0
1108,car,1,6,23,weekday,6.105263157894737
1109,car,2,3,0,weekend,30.77777777777778
1110,car,2,3,0,weekday,24.125
1111,car,2,3,1,weekend,18.22222222222222
1112,car,2,3,1,weekday,11.3125
1113,car,2,3,2,weekend,14.777777777777779
1114,car,2,3,2,weekday,7.4375
1115,car,2,3,3,weekend,10.444444444444445
1116,car,2,3,3,weekday,5.105263157894737
1117,car,2,3,4,weekend,8.333333333333334
1118,car,2,3,4,weekday,5.904761904761905
1119,car,2,3,5,weekend,13.444444444444445
1120,car,2,3,5,weekday,10.142857142857142
1121,car,2,3,6,weekend,10.11111111111111
1122,car,2,3,6,weekday,16.38095238095238
1123,car,2,3,7,weekend,11.333333333333334
1124,car,2,3,7,weekday,24.238095238095237
1125,car,2,3,8,weekend,13.333333333333334
1126,car,2,3,8,weekday,50.095238095238095
1127,car,2,3,9,weekend,17.444444444444443
1128,car,2,3,9,weekday,40.95238095238095
1129,car,2,3,10,weekend,17.11111111111111
1130,car,2,3,10,weekday,29.333333333333332
1131,car,2,3,11,weekend,24.88888888888889
1132,car,2,3,11,weekday,31.19047619047619
1133,car,2,3,12,weekend,25.77777777777778
1134,car,2,3,12,weekday,38.23809523809524
1135,car,2,3,13,weekend,23.77777777777778
1136,car,2,3,13,weekday,37.57142857142857
1137,car,2,3,14,weekend,27.666666666666668
1138,car,2,3,14,weekday,36.333333333333336
1139,car,2,3,15,weekend,26.555555555555557
1140,car,2,3,15,weekday,36.42857142857143
1141,car,2,3,16,weekend,27.0
1142,car,2,3,16,weekday,45.333333333333336
1143,car,2,3,17,weekend,34.44444444444444
1144,car,2,3,17,weekday,68.42857142857143
1145,car,2,3,18,weekend,26.444444444444443
1146,car,2,3,18,weekday,84.95238095238095
1147,car,2,3,19,weekend,29.77777777777778
1148,car,2,3,19,weekday,71.47619047619048
1149,car,2,3,20,weekend,20.666666666666668
1150,car,2,3,20,weekday,42.857142857142854
1151,car,2,3,21,weekend,19.333333333333332
1152,car,2,3,21,weekday,22.55
1153,car,2,3,22,weekend,18.11111111111111
1154,car,2,3,22,weekday,27.764705882352942
1155,car,2,3,23,weekend,24.555555555555557
1156,car,2,3,23,weekday,28.6875
1157,car,2,6,0,weekend,119.22222222222223
1158,car,2,6,0,weekday,88.23809523809524
1159,car,2,6,1,weekend,66.11111111111111
1160,car,2,6,1,weekday,46.904761904761905
1161,car,2,6,2,weekend,42.666666666666664
1162,car,2,6,2,weekday,28.285714285714285
1163,car,2,6,3,weekend,36.55555555555556
1164,car,2,6,3,weekday,20.952380952380953
1165,car,2,6,4,weekend,25.333333333333332
1166,car,2,6,4,weekday,23.142857142857142
1167,car,2,6,5,weekend,37.55555555555556
1168,car,2,6,5,weekday,51.04761904761905
1169,car,2,6,6,weekend,36.666666666666664
1170,car,2,6,6,weekday,82.04761904761905
1171,car,2,6,7,weekend,67.66666666666667
1172,car,2,6,7,weekday,189.66666666666666
1173,car,2,6,8,weekend,94.22222222222223
1174,car,2,6,8,weekday,263.85714285714283
1175,car,2,6,9,weekend,143.0
1176,car,2,6,9,weekday,246.0952380952381
1177,car,2,6,10,weekend,190.22222222222223
1178,car,2,6,10,weekday,197.71428571428572
1179,car,2,6,11,weekend,220.88888888888889
1180,car,2,6,11,weekday,209.47619047619048
1181,car,2,6,12,weekend,220.0
1182,car,2,6,12,weekday,253.47619047619048
1183,car,2,6,13,weekend,211.55555555555554
1184,car,2,6,13,weekday,237.42857142857142
1185,car,2,6,14,weekend,233.11111111111111
1186,car,2,6,14,weekday,246.85714285714286
1187,car,2,6,15,weekend,257.6666666666667
1188,car,2,6,15,weekday,258.8095238095238
1189,car,2,6,16,weekend,255.66666666666666
1190,car,2,6,16,weekday,327.04761904761904
1191,car,2,6,17,weekend,250.22222222222223
1192,car,2,6,17,weekday,426.57142857142856
1193,car,2,6,18,weekend,260.44444444444446
1194,car,2,6,18,weekday,439.23809523809524
1195,car,2,6,19,weekend,242.0
1196,car,2,6,19,weekday,395.7142857142857
1197,car,2,6,20,weekend,176.22222222222223
1198,car,2,6,20,weekday,231.61904761904762
1199,car,2,6,21,weekend,118.88888888888889
1200,car,2,6,21,weekday,156.61904761904762
1201,car,2,6,22,weekend,109.33333333333333
1202,car,2,6,22,weekday,154.71428571428572
1203,car,2,6,23,weekend,108.77777777777777
1204,car,2,6,23,weekday,143.47619047619048
1205,car,3,1,0,weekend,86.88888888888889
1206,car,3,1,0,weekday,68.71428571428571
1207,car,3,1,1,weekend,57.44444444444444
1208,car,3,1,1,weekday,36.61904761904762
1209,car,3,1,2,weekend,41.44444444444444
1210,car,3,1,2,weekday,24.238095238095237
1211,car,3,1,3,weekend,32.22222222222222
1212,car,3,1,3,weekday,15.095238095238095
1213,car,3,1,4,weekend,24.88888888888889
1214,car,3,1,4,weekday,16.61904761904762
1215,car,3,1,5,weekend,21.0
1216,car,3,1,5,weekday,25.238095238095237
1217,car,3,1,6,weekend,24.77777777777778
1218,car,3,1,6,weekday,57.857142857142854
1219,car,3,1,7,weekend,19.333333333333332
1220,car,3,1,7,weekday,119.33333333333333
1221,car,3,1,8,weekend,13.777777777777779
1222,car,3,1,8,weekday,133.0952380952381
1223,car,3,1,9,weekend,19.444444444444443
1224,car,3,1,9,weekday,136.47619047619048
1225,car,3,1,10,weekend,29.88888888888889
1226,car,3,1,10,weekday,64.42857142857143
1227,car,3,1,11,weekend,32.333333333333336
1228,car,3,1,11,weekday,65.38095238095238
1229,car,3,1,12,weekend,48.888888888888886
1230,car,3,1,12,weekday,73.33333333333333
1231,car,3,1,13,weekend,42.0
1232,car,3,1,13,weekday,80.47619047619048
1233,car,3,1,14,weekend,43.55555555555556
1234,car,3,1,14,weekday,69.9047619047619
1235,car,3,1,15,weekend,49.44444444444444
1236,car,3,1,15,weekday,65.33333333333333
1237,car,3,1,16,weekend,52.888888888888886
1238,car,3,1,16,weekday,70.76190476190476
1239,car,3,1,17,weekend,103.55555555555556
1240,car,3,1,17,weekday,136.38095238095238
1241,car,3,1,18,weekend,164.55555555555554
1242,car,3,1,18,weekday,226.57142857142858
1243,car,3,1,19,weekend,169.0
1244,car,3,1,19,weekday,213.47619047619048
1245,car,3,1,20,weekend,123.22222222222223
1246,car,3,1,20,weekday,143.42857142857142
1247,car,3,1,21,weekend,80.33333333333333
1248,car,3,1,21,weekday,96.04761904761905
1249,car,3,1,22,weekend,69.22222222222223
1250,car,3,1,22,weekday,93.57142857142857
